antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Disinformation Campaign'}),"frozenset({'Thought Erasure', 'Sinister Sabotage'})",0.026870007262164125,0.03122730573710966,0.020334059549745823,0.7567567567567567,24.233815210559396,0.019494981617811866,3.982732187525215
frozenset({'Blood Operative'}),"frozenset({'Thought Erasure', 'Doom Whisperer'})",0.0196078431372549,0.027596223674655047,0.013071895424836602,0.6666666666666667,24.15789473684211,0.012530792999843365,2.9172113289760353
"frozenset({'Thought Erasure', 'Doom Whisperer'})",frozenset({'Blood Operative'}),0.027596223674655047,0.0196078431372549,0.013071895424836602,0.4736842105263158,24.157894736842106,0.012530792999843365,1.8627450980392157
frozenset({'Disinformation Campaign'}),"frozenset({'Thief of Sanity', 'Dream Eater'})",0.026870007262164125,0.02178649237472767,0.013071895424836602,0.4864864864864865,22.32972972972973,0.012486492216510586,1.904942093796583
"frozenset({'Thief of Sanity', 'Dream Eater'})",frozenset({'Disinformation Campaign'}),0.02178649237472767,0.026870007262164125,0.013071895424836602,0.6,22.329729729729728,0.012486492216510586,2.4328249818445893
"frozenset({'Swiftblade Vindicator', 'Aurelia, Exemplar of Justice'})","frozenset({""Tajic, Legion's Edge""})",0.010893246187363835,0.04212055192447349,0.010167029774872912,0.9333333333333332,22.158620689655173,0.009708200233211981,14.368191721132877
frozenset({'Swiftblade Vindicator'}),"frozenset({""Tajic, Legion's Edge""})",0.010893246187363835,0.04212055192447349,0.010167029774872912,0.9333333333333332,22.158620689655173,0.009708200233211981,14.368191721132877
"frozenset({""Tajic, Legion's Edge""})",frozenset({'Swiftblade Vindicator'}),0.04212055192447349,0.010893246187363835,0.010167029774872912,0.2413793103448276,22.158620689655173,0.009708200233211981,1.3038225391166567
"frozenset({""Tajic, Legion's Edge""})","frozenset({'Swiftblade Vindicator', 'Aurelia, Exemplar of Justice'})",0.04212055192447349,0.010893246187363835,0.010167029774872912,0.2413793103448276,22.158620689655173,0.009708200233211981,1.3038225391166567
"frozenset({'Swiftblade Vindicator', 'Deafening Clarion'})","frozenset({""Tajic, Legion's Edge""})",0.010893246187363835,0.04212055192447349,0.010167029774872912,0.9333333333333332,22.158620689655173,0.009708200233211981,14.368191721132877
"frozenset({""Tajic, Legion's Edge""})","frozenset({'Swiftblade Vindicator', 'Deafening Clarion'})",0.04212055192447349,0.010893246187363835,0.010167029774872912,0.2413793103448276,22.158620689655173,0.009708200233211981,1.3038225391166567
frozenset({'Disinformation Campaign'}),"frozenset({'Thought Erasure', 'Thief of Sanity'})",0.026870007262164125,0.04066811909949165,0.023965141612200435,0.8918918918918919,21.93098455598456,0.022872388956658538,8.873819898329701
"frozenset({'Thought Erasure', 'Thief of Sanity'})",frozenset({'Disinformation Campaign'}),0.04066811909949165,0.026870007262164125,0.023965141612200435,0.5892857142857143,21.930984555984555,0.022872388956658538,2.369359982318209
"frozenset({'Thief of Sanity', 'Sinister Sabotage'})",frozenset({'Disinformation Campaign'}),0.03122730573710966,0.026870007262164125,0.01815541031227306,0.5813953488372093,21.637335009428035,0.017316332380339104,2.3246994270959416
frozenset({'Disinformation Campaign'}),"frozenset({'Thief of Sanity', 'Sinister Sabotage'})",0.026870007262164125,0.03122730573710966,0.01815541031227306,0.6756756756756757,21.637335009428032,0.017316332380339104,2.987049140643912
"frozenset({'Aurelia, Exemplar of Justice', ""Tajic, Legion's Edge""})",frozenset({'Integrity'}),0.03413217138707335,0.01597676107480029,0.011619462599854757,0.3404255319148936,21.307543520309476,0.01107414105263935,1.4919062009511093
frozenset({'Integrity'}),"frozenset({'Aurelia, Exemplar of Justice', ""Tajic, Legion's Edge""})",0.01597676107480029,0.03413217138707335,0.011619462599854757,0.7272727272727273,21.307543520309476,0.01107414105263935,3.5415153715807315
"frozenset({'Thought Erasure', 'Ritual of Soot'})",frozenset({'Disinformation Campaign'}),0.04720406681190995,0.026870007262164125,0.026870007262164125,0.5692307692307692,21.184615384615384,0.025601633644124423,2.25905176885569
frozenset({'Disinformation Campaign'}),"frozenset({'Thought Erasure', 'Ritual of Soot'})",0.026870007262164125,0.04720406681190995,0.026870007262164125,1.0,21.184615384615384,0.025601633644124423,inf
frozenset({'Blood Operative'}),"frozenset({'Disdainful Stroke', 'Doom Whisperer'})",0.0196078431372549,0.029774872912127815,0.012345679012345678,0.6296296296296297,21.146341463414632,0.011761857974852977,2.6196078431372554
"frozenset({'Disdainful Stroke', 'Doom Whisperer'})",frozenset({'Blood Operative'}),0.029774872912127815,0.0196078431372549,0.012345679012345678,0.4146341463414634,21.146341463414632,0.011761857974852977,1.6748366013071894
"frozenset({'Thief of Sanity', 'Doom Whisperer'})",frozenset({'Blood Operative'}),0.02832244008714597,0.0196078431372549,0.011619462599854757,0.4102564102564103,20.923076923076927,0.011064120637361698,1.6624040920716114
frozenset({'Blood Operative'}),"frozenset({'Thief of Sanity', 'Doom Whisperer'})",0.0196078431372549,0.02832244008714597,0.011619462599854757,0.5925925925925926,20.923076923076923,0.011064120637361698,2.385026737967914
"frozenset({'Disinformation Campaign', 'Discovery'})",frozenset({'Dream Eater'}),0.015250544662309368,0.03195352214960058,0.010167029774872912,0.6666666666666666,20.863636363636363,0.009679721158212336,2.904139433551198
frozenset({'Dream Eater'}),"frozenset({'Disinformation Campaign', 'Discovery'})",0.03195352214960058,0.015250544662309368,0.010167029774872912,0.3181818181818182,20.863636363636363,0.009679721158212336,1.4442992011619462
frozenset({'Disinformation Campaign'}),"frozenset({'Dream Eater', 'Sinister Sabotage'})",0.026870007262164125,0.0196078431372549,0.010893246187363835,0.40540540540540543,20.675675675675677,0.01036638329987042,1.6488413547237077
"frozenset({'Dream Eater', 'Sinister Sabotage'})",frozenset({'Disinformation Campaign'}),0.0196078431372549,0.026870007262164125,0.010893246187363835,0.5555555555555556,20.675675675675677,0.01036638329987042,2.189542483660131
frozenset({'Disinformation Campaign'}),"frozenset({'Ritual of Soot', 'Dream Eater'})",0.026870007262164125,0.02832244008714597,0.015250544662309368,0.5675675675675675,20.03950103950104,0.014489520491485547,2.247004357298475
"frozenset({'Ritual of Soot', 'Dream Eater'})",frozenset({'Disinformation Campaign'}),0.02832244008714597,0.026870007262164125,0.015250544662309368,0.5384615384615384,20.039501039501037,0.014489520491485547,2.1084483175986444
"frozenset({'Integrity', 'Aurelia, Exemplar of Justice'})","frozenset({""Tajic, Legion's Edge""})",0.013798111837327523,0.04212055192447349,0.011619462599854757,0.8421052631578948,19.992740471869332,0.01103827851375091,6.06656983781167
"frozenset({""Tajic, Legion's Edge""})","frozenset({'Integrity', 'Aurelia, Exemplar of Justice'})",0.04212055192447349,0.013798111837327523,0.011619462599854757,0.27586206896551724,19.99274047186933,0.01103827851375091,1.3618978455579762
frozenset({'Integrity'}),"frozenset({'Deafening Clarion', ""Tajic, Legion's Edge""})",0.01597676107480029,0.03195352214960058,0.010167029774872912,0.6363636363636364,19.915289256198346,0.009656515985990405,2.662127814088598
"frozenset({'Deafening Clarion', ""Tajic, Legion's Edge""})",frozenset({'Integrity'}),0.03195352214960058,0.01597676107480029,0.010167029774872912,0.3181818181818182,19.915289256198346,0.009656515985990405,1.4432340837569595
"frozenset({'Thought Erasure', 'Doom Whisperer'})",frozenset({'Dream Eater'}),0.027596223674655047,0.03195352214960058,0.017429193899782137,0.6315789473684211,19.765550239234454,0.016547397355348714,2.6275547255939418
frozenset({'Dream Eater'}),"frozenset({'Thought Erasure', 'Doom Whisperer'})",0.03195352214960058,0.027596223674655047,0.017429193899782137,0.5454545454545455,19.765550239234454,0.016547397355348714,2.139288307915759
frozenset({'Dream Eater'}),"frozenset({'Disinformation Campaign', 'Disdainful Stroke'})",0.03195352214960058,0.023238925199709513,0.014524328249818447,0.4545454545454546,19.559659090909093,0.013781762738716619,1.790728637133866
frozenset({'Dream Eater'}),"frozenset({'Discovery', 'Ritual of Soot'})",0.03195352214960058,0.017429193899782137,0.010893246187363835,0.34090909090909094,19.55965909090909,0.010336322054037464,1.490797085117572
"frozenset({'Discovery', 'Ritual of Soot'})",frozenset({'Dream Eater'}),0.017429193899782137,0.03195352214960058,0.010893246187363835,0.625,19.55965909090909,0.010336322054037464,2.581457274267732
"frozenset({'Disinformation Campaign', 'Disdainful Stroke'})",frozenset({'Dream Eater'}),0.023238925199709513,0.03195352214960058,0.014524328249818447,0.625,19.55965909090909,0.013781762738716619,2.581457274267732
"frozenset({""Tajic, Legion's Edge""})","frozenset({'Integrity', 'Deafening Clarion'})",0.04212055192447349,0.012345679012345678,0.010167029774872912,0.2413793103448276,19.551724137931036,0.009647022960990523,1.3019079685746353
"frozenset({'Integrity', 'Deafening Clarion'})","frozenset({""Tajic, Legion's Edge""})",0.012345679012345678,0.04212055192447349,0.010167029774872912,0.8235294117647058,19.551724137931036,0.009647022960990523,5.427983539094649
"frozenset({""Healer's Hawk""})","frozenset({'Experimental Frenzy', 'Venerated Loxodon'})",0.037037037037037035,0.026870007262164125,0.01888162672476398,0.5098039215686275,18.972972972972975,0.017886441270609753,1.9851851851851854
"frozenset({'Experimental Frenzy', 'Venerated Loxodon'})","frozenset({""Healer's Hawk""})",0.026870007262164125,0.037037037037037035,0.01888162672476398,0.7027027027027027,18.972972972972975,0.017886441270609753,3.2390572390572396
"frozenset({'Disinformation Campaign', 'Doom Whisperer'})",frozenset({'Dream Eater'}),0.023965141612200435,0.03195352214960058,0.014524328249818447,0.6060606060606061,18.96694214876033,0.013758557566494686,2.4573487514663985
frozenset({'Dream Eater'}),"frozenset({'Disinformation Campaign', 'Doom Whisperer'})",0.03195352214960058,0.023965141612200435,0.014524328249818447,0.4545454545454546,18.96694214876033,0.013758557566494686,1.7893972403776326
frozenset({'Disinformation Campaign'}),"frozenset({'Disdainful Stroke', 'Thought Erasure'})",0.026870007262164125,0.0457516339869281,0.023238925199709513,0.8648648648648649,18.903474903474905,0.022009578462224882,7.0614379084967345
"frozenset({'Disdainful Stroke', 'Thought Erasure'})",frozenset({'Disinformation Campaign'}),0.0457516339869281,0.026870007262164125,0.023238925199709513,0.507936507936508,18.903474903474905,0.022009578462224882,1.9776512755639892
"frozenset({""Healer's Hawk""})","frozenset({'Response', 'Experimental Frenzy'})",0.037037037037037035,0.014524328249818447,0.010167029774872912,0.27450980392156865,18.900000000000002,0.009629091691546302,1.3583583583583585
"frozenset({'Response', 'Experimental Frenzy'})","frozenset({""Healer's Hawk""})",0.014524328249818447,0.037037037037037035,0.010167029774872912,0.7,18.9,0.009629091691546302,3.209876543209876
"frozenset({'Thought Erasure', 'Discovery'})",frozenset({'Dream Eater'}),0.01815541031227306,0.03195352214960058,0.010893246187363835,0.6,18.777272727272727,0.010313116881815531,2.4201161946259986
frozenset({'Dream Eater'}),"frozenset({'Thought Erasure', 'Discovery'})",0.03195352214960058,0.01815541031227306,0.010893246187363835,0.34090909090909094,18.777272727272727,0.010313116881815531,1.4896952395262064
frozenset({'Disinformation Campaign'}),"frozenset({'Disdainful Stroke', 'Dream Eater'})",0.026870007262164125,0.029048656499636893,0.014524328249818447,0.5405405405405406,18.60810810810811,0.013743790638717092,2.1132470417360847
"frozenset({'Disdainful Stroke', 'Dream Eater'})",frozenset({'Disinformation Campaign'}),0.029048656499636893,0.026870007262164125,0.014524328249818447,0.5,18.60810810810811,0.013743790638717092,1.9462599854756717
"frozenset({'Thief of Sanity', 'Ritual of Soot'})",frozenset({'Disinformation Campaign'}),0.04793028322440087,0.026870007262164125,0.023965141612200435,0.5,18.60810810810811,0.0226772545538832,1.9462599854756717
frozenset({'Disinformation Campaign'}),"frozenset({'Thief of Sanity', 'Ritual of Soot'})",0.026870007262164125,0.04793028322440087,0.023965141612200435,0.8918918918918919,18.60810810810811,0.0226772545538832,8.806644880174291
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Citywide Bust', 'March of the Multitudes'})",0.054466230936819175,0.010893246187363835,0.010893246187363835,0.2,18.36,0.010299932124871252,1.236383442265795
"frozenset({'Knight of Autumn', 'Venerated Loxodon'})","frozenset({'Emmara, Soul of the Accord'})",0.04066811909949165,0.054466230936819175,0.04066811909949165,1.0,18.36,0.03845307993285267,inf
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Trostani Discordant', 'Citywide Bust'})",0.054466230936819175,0.010893246187363835,0.010893246187363835,0.2,18.36,0.010299932124871252,1.236383442265795
"frozenset({'Venerated Loxodon', 'March of the Multitudes'})","frozenset({'Emmara, Soul of the Accord'})",0.04357298474945534,0.054466230936819175,0.04357298474945534,1.0,18.36,0.04119972849948501,inf
"frozenset({'Trostani Discordant', 'Citywide Bust'})","frozenset({'Emmara, Soul of the Accord'})",0.010893246187363835,0.054466230936819175,0.010893246187363835,1.0,18.36,0.010299932124871252,inf
"frozenset({'Flower', 'Venerated Loxodon'})","frozenset({'Emmara, Soul of the Accord'})",0.03994190268700073,0.054466230936819175,0.03994190268700073,1.0,18.36,0.037766417791194586,inf
"frozenset({'Citywide Bust', 'March of the Multitudes'})","frozenset({'Emmara, Soul of the Accord'})",0.010893246187363835,0.054466230936819175,0.010893246187363835,1.0,18.36,0.010299932124871252,inf
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Flower', 'Citywide Bust'})",0.054466230936819175,0.010893246187363835,0.010893246187363835,0.2,18.36,0.010299932124871252,1.236383442265795
"frozenset({'Flower', 'Citywide Bust'})","frozenset({'Emmara, Soul of the Accord'})",0.010893246187363835,0.054466230936819175,0.010893246187363835,1.0,18.36,0.010299932124871252,inf
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Flower', 'Venerated Loxodon'})",0.054466230936819175,0.03994190268700073,0.03994190268700073,0.7333333333333333,18.36,0.037766417791194586,3.6002178649237466
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Venerated Loxodon', 'March of the Multitudes'})",0.054466230936819175,0.04357298474945534,0.04357298474945534,0.8,18.36,0.04119972849948501,4.782135076252724
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Flower', 'Dawn of Hope'})",0.054466230936819175,0.020334059549745823,0.020334059549745823,0.3733333333333333,18.36,0.019226539966426336,1.563296713484448
"frozenset({'Flower', 'Dawn of Hope'})","frozenset({'Emmara, Soul of the Accord'})",0.020334059549745823,0.054466230936819175,0.020334059549745823,1.0,18.36,0.019226539966426336,inf
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Trostani Discordant', 'Venerated Loxodon'})",0.054466230936819175,0.04502541757443718,0.04502541757443718,0.8266666666666667,18.36,0.04257305278280117,5.509468744762862
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Knight of Autumn', 'Venerated Loxodon'})",0.054466230936819175,0.04066811909949165,0.04066811909949165,0.7466666666666666,18.36,0.03845307993285267,3.78683637197569
"frozenset({'Nullhide Ferox', 'Venerated Loxodon'})","frozenset({'Emmara, Soul of the Accord'})",0.013071895424836602,0.054466230936819175,0.013071895424836602,1.0,18.36,0.012359918549845502,inf
"frozenset({'Emmara, Soul of the Accord'})","frozenset({'Nullhide Ferox', 'Venerated Loxodon'})",0.054466230936819175,0.013071895424836602,0.013071895424836602,0.24,18.36,0.012359918549845502,1.2985896112831097
"frozenset({'Trostani Discordant', 'Venerated Loxodon'})","frozenset({'Emmara, Soul of the Accord'})",0.04502541757443718,0.054466230936819175,0.04502541757443718,1.0,18.36,0.04257305278280117,inf
frozenset({'Dream Eater'}),"frozenset({'Doom Whisperer', 'Sinister Sabotage'})",0.03195352214960058,0.017429193899782137,0.010167029774872912,0.3181818181818182,18.255681818181817,0.00961010564154654,1.441103848946986
